run_id	aspect	split	entity_id	sentence_index	sentence	rank	score	source_review_id	source_entity_id	source_sentence_index	matched_aspect_seed	was_truncated	output_path
space_hasos_full_e20_abstractive	AM_ENT	dev	100585	1	Each room is named after a Washington winery, and one of								/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_100585
space_hasos_full_e20_abstractive	AM_ENT	dev	100597	1	We stayed at this hotel for the first time, and it was a good experience.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_100597
space_hasos_full_e20_abstractive	AM_ENT	dev	1029276	1	Not the best area at night TV cable kept going out Conference rooms are cold								/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_1029276
space_hasos_full_e20_abstractive	AM_ENT	dev	1064610	1	The location is great, right near the entertainment district, within walking distance of the old port and lots of shopping, restaurants, and other attractions. The room was ordinary (2 queen-size beds, TV, fridge, microwave, coffee-maker, small bathroom).								/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_1064610
space_hasos_full_e20_abstractive	AM_ENT	dev	1113787	1	The room was spacious enough, with a big glass wall on the outside, a 42" flat screen TV, and terrific lighting arrangements that allowed you to adjust the brightness in various parts of the room.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_1113787
space_hasos_full_e20_abstractive	AM_ENT	dev	111509	1	The room was very clean, tastefully decorated and had great amenities such as Wi-Fi, a flat screen TV, DVD player, etc.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_111509
space_hasos_full_e20_abstractive	AM_ENT	dev	112429	1	The room was OK, typical hotel room with queen bed, desk, TV, clock radio, coffee maker. The rooms were very well decorated, with a flat screen tv, marble bathroom, great view, etc.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_112429
space_hasos_full_e20_abstractive	AM_ENT	dev	1176198	1	The location is ideal for a visitor to the city, within easy walking distance of the entertainment district, the business								/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_1176198
space_hasos_full_e20_abstractive	AM_ENT	dev	120274	1	The room was very basic with some odor (I think due to rooms shut all day not getting aired) twin beds, tv, safe, coffe maker, ironing board/iron, hair dryer, table and chairs, small dressing area, bath with shower.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_120274
space_hasos_full_e20_abstractive	AM_ENT	dev	121241	1	The free breakfast was very good and they have entertainment while you eat. The breakfast was good and the breakfast entertainment was a nice touch.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_121241
space_hasos_full_e20_abstractive	AM_ENT	dev	124849	1	The room was very spacious with a separate sitting area with its own dedicated								/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_124849
space_hasos_full_e20_abstractive	AM_ENT	dev	150241	1	The room was lovely and was air conditioned and had TV with cable(BBC World News was nice for us Brits), huge bed, free WI FI, coffee maker but no fridge or microwave.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_150241
space_hasos_full_e20_abstractive	AM_ENT	dev	1510471	1	This hotel is a great place to stay.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_1510471
space_hasos_full_e20_abstractive	AM_ENT	dev	156564	1	The tv in the bedroom was situated high in the corner of the bedroom on the type of platform you would find in a hospital room. The suite was large, although with a slightly awkward layout, and the ensuite had								/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_156564
space_hasos_full_e20_abstractive	AM_ENT	dev	1722910	1	Good amenities except only 2/3 tv channels n like all hotels in italy the tvs were like 8 inches!								/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_1722910
space_hasos_full_e20_abstractive	AM_ENT	dev	182002	1	There's no cable tv, there's no internet.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_182002
space_hasos_full_e20_abstractive	AM_ENT	dev	182519	1	It's a new construction hotel. It's an ideal location if you want to be in heart of all								/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_182519
