run_id	aspect	split	entity_id	sentence_index	sentence	rank	score	source_review_id	source_entity_id	source_sentence_index	matched_aspect_seed	was_truncated	output_path
space_hasos_full_e20_ranked	AM_ENT	dev	100585	1	I filled out one of their comment cards with a minor complaint (we found the tv system cumbersome) and I actualy received an e mail from the hotel management!	1	0.0009499341249465942	UR124742571	100585	3	["tv"]	False	/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked/AM_ENT/dev_100585
space_hasos_full_e20_ranked	AM_ENT	dev	100585	2	Each room is named after a Washington winery, and one of the hotel's TV channels broadcasts a WA wine country documentary 24/7.	2	0.001678435131907463	UR58325884	100585	1	["tv"]	False	/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked/AM_ENT/dev_100585
space_hasos_full_e20_ranked	AM_ENT	dev	100585	3	The little work out room is kind of a joke, but it is a clean and well appointed joke...the TV (w/headphones) on the exercise machines is nice.	3	0.0018258243799209595	UR95320411	100585	4	["tv"]	False	/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked/AM_ENT/dev_100585
space_hasos_full_e20_ranked	AM_ENT	dev	100585	4	But there was in-room yoga on the TV and they gave me a yoga mat.	4	0.0027439258992671967	UR23932651	100585	11	["tv"]	False	/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked/AM_ENT/dev_100585
space_hasos_full_e20_ranked	AM_ENT	dev	100597	1	Our room had two sinks,a flat screen TV, and two comfortable beds.	1	-0.003126656636595726	UR79236677	100597	2	["tv"]	False	/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked/AM_ENT/dev_100597
space_hasos_full_e20_ranked	AM_ENT	dev	100597	2	Two flat screen TV's-sitting room w/ leather sofa, tables and chairs.	2	-0.0020999405533075333	UR33415976	100597	11	["tv"]	False	/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked/AM_ENT/dev_100597
space_hasos_full_e20_ranked	AM_ENT	dev	100597	3	Decent size with flat panel TV, and normal size bathroom.	3	-0.0007625054568052292	UR62695987	100597	5	["tv"]	False	/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked/AM_ENT/dev_100597
space_hasos_full_e20_ranked	AM_ENT	dev	100597	4	There was a good TV, and nice bathroom with thick towels and plenty of hot water.	4	0.0018914509564638138	UR108722477	100597	5	["tv"]	False	/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked/AM_ENT/dev_100597
space_hasos_full_e20_ranked	AM_ENT	dev	100597	5	Cushy bed, flat screen tv, great water pressure.	5	0.002574913203716278	UR119161375	100597	1	["tv"]	False	/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked/AM_ENT/dev_100597
space_hasos_full_e20_ranked	AM_ENT	dev	100597	6	Flat screen TV with many stations available.	6	0.0026643574237823486	UR64922107	100597	3	["tv"]	False	/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked/AM_ENT/dev_100597
space_hasos_full_e20_ranked	AM_ENT	dev	100597	7	The room was nice, comfortable beds, good selection of pillows, nice TV channel selections (was no guide so I had to search for channels).	7	0.0039145369082689285	UR112805281	100597	5	["tv"]	False	/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked/AM_ENT/dev_100597
space_hasos_full_e20_ranked	AM_ENT	dev	100597	8	Newer furniture, very comfortable bed with nice linens, two large sink areas and super clean.	8	0.005746444687247276	UR3945446	100597	2	[]	False	/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked/AM_ENT/dev_100597
space_hasos_full_e20_ranked	AM_ENT	dev	1029276	1	Room was great, very large corner room, nice flat panel TV, fridge, the 2 outer walls were basically floor to ceiling windows with amazing views.	1	-0.0001407340168952942	UR31514681	1029276	2	["tv"]	False	/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked/AM_ENT/dev_1029276
space_hasos_full_e20_ranked	AM_ENT	dev	1029276	2	Not the best area at night TV cable kept going out Conference rooms are cold Charge for WiFi unless you have an existing account like AT&T Overall very disappointed for a Hilton...the hotel seemed more like a hotel going out of business.	2	0.0003354400396347046	UR124679988	1029276	4	["tv"]	False	/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked/AM_ENT/dev_1029276
space_hasos_full_e20_ranked	AM_ENT	dev	1029276	3	Again conference food just ok though, damn those $16 DOJ muffins Rooms a are good, big tvs, comfy beds, nice setup.	3	0.0009021125733852386	UR119610659	1029276	8	["tv"]	False	/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked/AM_ENT/dev_1029276
