run_id	aspect	split	entity_id	sentence_index	sentence	rank	score	source_review_id	source_entity_id	source_sentence_index	matched_aspect_seed	was_truncated	output_path
space_hasos_full_e20_ranked_abstractive_ranked	AM_ENT	dev	100585	1	The hotel is a great place to relax and have a good time.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked_abstractive_ranked/AM_ENT/dev_100585
space_hasos_full_e20_ranked_abstractive_ranked	AM_ENT	dev	100597	1	The hotel has a good TV, and a nice bathroom with thick towels and plenty of hot water.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked_abstractive_ranked/AM_ENT/dev_100597
space_hasos_full_e20_ranked_abstractive_ranked	AM_ENT	dev	1029276	1	Not a bad hotel but not a great place for a business trip.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked_abstractive_ranked/AM_ENT/dev_1029276
space_hasos_full_e20_ranked_abstractive_ranked	AM_ENT	dev	1064610	1	The location is excellent, next to the financial district, entertainment district, and at the foot of McGill's campus. The rooms are spacious, clean and have all the amenities you need (safe, coffee maker, iron, wifi, large comfortable beds etc).								/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked_abstractive_ranked/AM_ENT/dev_1064610
space_hasos_full_e20_ranked_abstractive_ranked	AM_ENT	dev	1113787	1	Our tweens loved the salt water heated infinity pool, the Charlie Palmer bar, awesome room service and gorgeous room......we live in Carrollton, but felt we had traveled to another luxurious country!								/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked_abstractive_ranked/AM_ENT/dev_1113787
space_hasos_full_e20_ranked_abstractive_ranked	AM_ENT	dev	111509	1	The room was very clean, tastefully decorated and had great amenities such as Wi-Fi, a flat screen TV, DVD player, etc. It has not been changed since the building was built 20+ years ago, the bathroom tiles are chipped with dirty grout, and there are NOT flat screen TVs in every room as their website advertises.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked_abstractive_ranked/AM_ENT/dev_111509
space_hasos_full_e20_ranked_abstractive_ranked	AM_ENT	dev	112429	1	The room was OK, typical hotel room with queen bed, desk, TV, clock radio, coffee maker. The room was very well decorated, with a big TV, a sleek marble bathroom, a small closet, and a large desk in the room.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked_abstractive_ranked/AM_ENT/dev_112429
space_hasos_full_e20_ranked_abstractive_ranked	AM_ENT	dev	1176198	1	The hotel is located in the entertainment district, close to clubs, bars, restaurants, theater, Rogers Center and the CN Tower.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked_abstractive_ranked/AM_ENT/dev_1176198
space_hasos_full_e20_ranked_abstractive_ranked	AM_ENT	dev	120274	1	Good location on the 192 at the end so nice and quiet (with a mega short cut to Animal Kingdom if anyone wants to know it mail me) right near all the good buffet restaurants, close to Disney and a short drive to Universal.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked_abstractive_ranked/AM_ENT/dev_120274
space_hasos_full_e20_ranked_abstractive_ranked	AM_ENT	dev	121241	1	The free breakfast was very good and the entertainment while you eat was a nice touch.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked_abstractive_ranked/AM_ENT/dev_121241
space_hasos_full_e20_ranked_abstractive_ranked	AM_ENT	dev	124849	1	The room was very spacious with a separate sitting area with its own dedicated TV in addition to the 24" LCD adjacent to the queen size bed.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked_abstractive_ranked/AM_ENT/dev_124849
space_hasos_full_e20_ranked_abstractive_ranked	AM_ENT	dev	150241	1	The hotel is a great place to stay.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked_abstractive_ranked/AM_ENT/dev_150241
space_hasos_full_e20_ranked_abstractive_ranked	AM_ENT	dev	1510471	1	The hotel has a great breakfast buffet.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked_abstractive_ranked/AM_ENT/dev_1510471
space_hasos_full_e20_ranked_abstractive_ranked	AM_ENT	dev	156564	1	The hotel has a lot of amenities, including a flat-screen TV, free Wi-Fi, and a large spa bath.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked_abstractive_ranked/AM_ENT/dev_156564
space_hasos_full_e20_ranked_abstractive_ranked	AM_ENT	dev	1722910	1	Good amenities except only 2/3 tv channels n like all hotels in italy the tvs were like 8 inches!								/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked_abstractive_ranked/AM_ENT/dev_1722910
space_hasos_full_e20_ranked_abstractive_ranked	AM_ENT	dev	182002	1	The hotel has a pool, a steam room, a gym, a TV, a microwave, a fridge, a coffee maker, a hairdryer, and a Tim Horton's donut shop.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked_abstractive_ranked/AM_ENT/dev_182002
space_hasos_full_e20_ranked_abstractive_ranked	AM_ENT	dev	182519	1	It was our first time in Vancouver, and our impression of the entertainment district downtown was a little gritty.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked_abstractive_ranked/AM_ENT/dev_182519
space_hasos_full_e20_ranked_abstractive_ranked	AM_ENT	dev	182542	1	The room was very noisy and the TV was not working properly.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked_abstractive_ranked/AM_ENT/dev_182542
space_hasos_full_e20_ranked_abstractive_ranked	AM_ENT	dev	183092	1	The decor was tasteful, flat screen tv, VERY soft King bed, marble counter in the bathroom...we were quite impressed.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked_abstractive_ranked/AM_ENT/dev_183092
space_hasos_full_e20_ranked_abstractive_ranked	AM_ENT	dev	183645	1	I like watching tv before bed and was very happy that there are not one, but two, count em, two tv's and a balcony.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked_abstractive_ranked/AM_ENT/dev_183645
space_hasos_full_e20_ranked_abstractive_ranked	AM_ENT	dev	185237	1	It's a nice hotel, but it's not very good.								/home/llm/llm/tesing/outputs/space_hasos_full_e20_ranked_abstractive_ranked/AM_ENT/dev_185237
